n_cores;seq_time;threads_time;ff_time;omp_time
47;3347872.40;80471361.00;48571768.40;49801748.40
48;3347872.40;57052357.80;47968839.20;46315364.80
49;3347872.40;56333179.00;52640639.20;46946996.20
50;3347872.40;66396217.00;60065122.80;50229863.20
51;3347872.40;76317043.80;52623437.80;55308156.00
52;3347872.40;71924566.60;55383422.20;53196344.40
53;3347872.40;69377559.60;50249204.60;53515130.40
54;3347872.40;69872340.00;54492929.40;58070040.60
55;3347872.40;61125848.80;49406055.80;46886871.00
56;3347872.40;65002863.80;52758948.60;60398389.60
57;3347872.40;76111167.00;56879963.60;53736248.20
58;3347872.40;95838390.80;62939276.40;53332255.40
59;3347872.40;95791106.80;68336034.80;66510366.20
60;3347872.40;89322481.00;64301326.80;57613603.40
61;3347872.40;74227274.00;68809893.40;62076806.00
62;3347872.40;109126810.60;60926792.60;61230517.20
63;3347872.40;93077106.00;65351972.40;62936195.80
64;3347872.40;84337535.80;66774568.00;57744994.40
65;3347872.40;88993514.40;77550283.80;61778361.80
66;3347872.40;79156414.60;71505652.60;61194234.40
67;3347872.40;92724337.20;60454394.00;65999965.20
68;3347872.40;77800764.40;65153956.20;56925727.40
69;3347872.40;85178484.20;65465721.80;56593040.40
70;3347872.40;82488765.60;70862460.20;54309354.80
71;3347872.40;92765741.00;62929035.40;60081403.80
72;3347872.40;93567486.00;66901958.20;56603601.80
73;3347872.40;123044742.40;84891280.80;66375576.00
74;3347872.40;94817807.80;63462518.80;69337476.40
75;3347872.40;110548806.60;77966557.80;60489597.40
76;3347872.40;78802286.00;68547812.20;59838824.40
77;3347872.40;81133855.40;78466978.60;79543846.00
78;3347872.40;118085559.00;79431097.20;71363841.20
79;3347872.40;105424370.00;84390260.00;60185312.60
80;3347872.40;104356483.40;70621721.00;62159352.80
81;3347872.40;96380294.60;80573429.80;81491124.40
82;3347872.40;101545515.00;77553764.60;69653142.20
83;3347872.40;105342903.60;87493652.80;71789476.00
84;3347872.40;104506095.40;90380107.20;71418585.60
85;3347872.40;114552371.80;91995538.40;78113029.80
86;3347872.40;112485564.60;100224647.80;71094839.20
87;3347872.40;140446077.40;96224302.60;79286265.20
88;3347872.40;114055671.80;90209473.60;76297842.60
89;3347872.40;132913805.00;87239111.80;67415740.20
90;3347872.40;122656771.60;98857036.80;77230358.40
91;3347872.40;143726984.00;105622406.60;101427665.40
92;3347872.40;107563204.00;86985951.20;85402042.80
93;3347872.40;139859009.80;104313860.00;84782012.20
94;3347872.40;150057578.40;93397772.40;84543713.00
95;3347872.40;112249645.20;93711378.20;75508498.40
96;3347872.40;124006720.80;104973233.60;81895797.40
97;3347872.40;118260154.00;86672986.00;75809843.00
98;3347872.40;113860336.20;92920593.80;84333435.80
99;3347872.40;160975766.20;105427170.40;76601187.00
100;3347872.40;130156581.20;106504258.40;91454455.00
101;3347872.40;129059532.20;93198436.80;93800645.60
102;3347872.40;111350732.40;91486257.20;82738726.20
103;3347872.40;111102532.20;108723938.80;88401606.80
104;3347872.40;141969561.40;113486125.60;88193689.60
105;3347872.40;137250898.00;105828023.40;80701600.40
106;3347872.40;127164698.20;109730320.60;75641549.40
107;3347872.40;145834936.20;101482290.00;89282698.20
108;3347872.40;124093828.40;102031534.80;84279551.40
109;3347872.40;133481931.80;107637410.80;92364749.00
110;3347872.40;176966226.80;99631599.60;83154580.00
111;3347872.40;160896440.60;98175321.20;86744852.00
112;3347872.40;126003924.00;93343108.40;81971684.40
113;3347872.40;115506730.20;102740112.40;93832348.20
114;3347872.40;128873417.00;97002026.00;92498660.20
115;3347872.40;130426863.40;99010769.00;79674757.40
116;3347872.40;139138651.40;113145338.40;95837451.80
117;3347872.40;132731911.00;102938368.40;90639329.00
118;3347872.40;137972096.40;106485337.20;86646364.00
119;3347872.40;133165726.00;100722448.40;98884519.40
120;3347872.40;132320837.40;116199086.80;92151951.80
121;3347872.40;141285906.40;102394804.40;95016524.40
122;3347872.40;132480550.40;115636581.00;87794177.80
123;3347872.40;124594549.40;112615475.60;84052333.60
124;3347872.40;140159494.80;110832130.20;96930920.40
125;3347872.40;186715619.80;129630798.80;112271967.80
126;3347872.40;135616685.20;110818109.80;96377275.60
127;3347872.40;163728811.20;116477489.60;94814728.60
128;3347872.40;166711913.80;115020851.40;91524560.60
