n_cores;seq_time;threads_time;ff_time;omp_time
53;312175532.40;162437976.60;116544828.00;133475263.40
54;312175532.40;141801660.60;121309975.20;135590815.40
55;312175532.40;195953319.60;118774469.20;142581863.40
56;312175532.40;157698351.60;121334537.20;132987824.40
57;312175532.40;141453992.00;94135407.80;117650898.20
58;312175532.40;139891365.00;104319615.60;126070362.20
59;312175532.40;128944975.80;105797435.40;141461733.00
60;312175532.40;165319451.00;113218018.00;120222367.20
61;312175532.40;130905535.40;111666032.60;133646058.00
62;312175532.40;160132410.00;130843390.20;131411356.40
63;312175532.40;150241426.20;122068497.60;128091286.80
64;312175532.40;142556761.80;101774608.60;134638218.80
65;312175532.40;147286366.60;118941484.00;136843498.20
66;312175532.40;175505139.20;123975852.60;136103357.60
67;312175532.40;149548810.20;114874273.20;139650286.20
68;312175532.40;155073919.20;117372216.20;128382990.80
69;312175532.40;140258915.60;117007646.60;130521064.80
70;312175532.40;152316975.40;108622505.60;127278921.20
71;312175532.40;161570347.20;125017757.80;149790070.20
72;312175532.40;168187945.00;122832200.00;137623921.80
73;312175532.40;151027690.80;119808754.20;152706907.20
74;312175532.40;159439934.40;117063071.40;143059263.80
75;312175532.40;182694144.20;122562658.20;143774661.60
76;312175532.40;184527892.80;140479954.00;169015613.00
77;312175532.40;150794312.20;137543735.40;134142238.80
78;312175532.40;188552080.20;122207289.40;148102173.60
79;312175532.40;183752390.40;111443854.60;140786939.20
80;312175532.40;170189008.20;123086901.20;132921340.20
81;312175532.40;175570525.40;113636393.40;141037219.40
82;312175532.40;202587801.00;124153988.00;140017776.80
83;312175532.40;154730552.00;122703330.20;154333920.40
84;312175532.40;175334026.80;133929062.40;134078194.80
85;312175532.40;235400787.20;186221811.40;181878858.40
86;312175532.40;188217673.40;145276664.60;146193379.00
87;312175532.40;195324351.60;149810152.80;147934260.40
88;312175532.40;175158712.80;140687351.80;142000638.80
89;312175532.40;172991796.80;138724592.40;158896351.80
90;312175532.40;207357909.40;131618075.40;142501739.20
91;312175532.40;171783838.80;134894541.60;148622116.80
92;312175532.40;199815756.60;122986033.80;157714336.00
93;312175532.40;185843161.40;135522772.40;159686656.20
94;312175532.40;189707295.40;147863335.20;162795368.80
95;312175532.40;205224556.60;157073763.80;166061674.20
96;312175532.40;160585309.00;129497823.00;148551911.40
97;312175532.40;176698258.60;138016135.40;153185188.20
98;312175532.40;177515104.80;140424731.00;167309375.60
99;312175532.40;187593124.20;144972940.40;182052093.60
100;312175532.40;172518359.20;129771185.00;137090660.00
101;312175532.40;204478816.00;137866043.20;154423068.40
102;312175532.40;177575170.20;128602110.60;149621878.80
103;312175532.40;184009233.00;128812207.80;160869012.40
104;312175532.40;182888782.00;134482068.60;152981191.80
105;312175532.40;184993813.40;139144087.20;140236815.80
106;312175532.40;183309856.60;137919667.80;158648352.40
107;312175532.40;196504948.60;143789464.80;155293919.80
108;312175532.40;192175897.20;116751047.80;154539858.60
109;312175532.40;172790241.40;120625542.60;149709545.80
110;312175532.40;187896489.40;156004377.80;149835336.40
111;312175532.40;185119524.00;139329023.00;165778592.20
112;312175532.40;183225190.20;140581624.60;147579313.20
113;312175532.40;202383247.00;146976304.40;167627982.60
114;312175532.40;189982019.40;131242265.40;163059631.40
115;312175532.40;183450188.60;133166221.80;148927623.00
116;312175532.40;182242450.20;142031082.60;166080477.20
117;312175532.40;188110347.40;175962360.20;168900566.20
118;312175532.40;227271429.80;133965067.20;155944773.60
119;312175532.40;207712240.60;166074056.80;168639805.40
120;312175532.40;215737132.80;168586741.20;176122473.40
121;312175532.40;214505152.80;155193832.80;196942305.80
122;312175532.40;231776976.80;170454172.80;191293286.80
123;312175532.40;202965255.20;144094611.00;174419115.20
124;312175532.40;251643911.40;173704457.40;171660151.00
125;312175532.40;216050138.80;170391388.20;158330248.00
126;312175532.40;208351393.20;174444757.60;175213720.40
127;312175532.40;294113163.60;160373073.80;175394994.80
128;312175532.40;203381409.40;150019973.00;169759757.20
